train_loss,val_loss
2.5570898,2.5023966
2.226876,2.6099107
2.2160473,2.5713875
2.1428227,2.5115988
2.1184177,2.4359076
2.1589513,2.544865
2.2393234,2.476499
2.1158373,2.5564783
2.0800605,2.5403874
2.07081,2.4239929
2.0708706,2.4696126
2.1638842,2.6079574
2.0820067,2.5421062
2.0681725,2.4284406
2.138132,3.166629
2.1219726,2.3998356
2.1486015,2.51756
2.109529,2.7236917
2.0819595,2.477847
2.2460384,2.6006622
2.177275,2.5342693
2.1407962,2.5136266
2.1170971,2.5433838
2.111192,2.465812
2.172315,2.500909
2.1710205,2.5776136
2.1937428,2.6836665
2.2185698,2.5221877
2.1300638,2.4395278
2.099249,2.6191208
2.0705144,2.393939
2.066454,2.444415
2.0602958,2.3790443
2.065597,2.4126341
2.0617378,2.4855447
2.0601304,2.3837786
2.0497627,2.489287
2.313063,2.4264276
2.0805717,2.4014359
2.364375,2.5997365
2.243464,2.5007362
2.1528707,2.5286627
2.107065,2.4701464
2.0841537,2.5007818
2.0970187,2.508963
2.1016407,2.4968255
2.096792,2.4934258
2.0912886,2.5152524
2.0683987,2.4352052
2.1852293,2.6685908
2.158828,2.4257479
2.1817608,2.465824
2.101147,2.4003751
2.0925434,2.480143
2.0722888,2.5620413
2.056991,2.4125693
2.0434976,2.5367546
2.3073385,2.5701568
2.4480631,2.6621876
2.1387558,2.4846814
2.1350164,2.555647
2.1417768,2.493843
2.0906284,2.4316149
2.112949,2.4403331
2.098065,2.9179502
2.216945,2.46912
2.076393,2.476937
2.06172,2.3869894
2.0601945,2.4017742
2.0561378,2.387381
2.1221893,2.4002273
2.2194786,2.4920619
2.2255275,2.5365903
2.1660037,2.4698088
2.128651,2.4516077
2.0929356,2.4319263
2.0879505,2.3916566
2.081833,2.4308958
2.0749388,2.4570851
2.0920296,2.4014282
2.0909965,2.4595823
2.399686,2.6314158
2.1938818,2.5116813
2.2092054,2.8482575
2.188489,2.5061228
2.1259687,2.4739628
2.1365151,2.5417192
2.079578,2.4834497
2.0618656,2.4075992
2.0719128,2.4871032
2.0729382,2.3907595
2.0366006,2.4150925
2.2905498,2.5356634
2.1667886,2.6438024
2.1135771,2.5438664
2.0695999,2.473846
2.0585701,2.4061322
2.051335,2.4450088
2.0487905,2.4528313
2.0504768,2.4890816
