train_loss,val_loss
2.6443994,2.6231112
2.277864,2.5700815
2.2000766,2.613534
2.2263443,2.5709848
2.149436,2.502069
2.1591089,2.5988486
2.1779935,2.4282987
2.132682,2.454239
2.1414735,2.6618545
2.1410365,2.4410923
2.1223578,2.6619842
2.1201942,2.5812414
2.1122777,2.4470127
2.0961647,2.4198503
2.1197689,2.4252594
2.1048641,2.5256345
2.0892878,2.4472578
2.0977714,2.482076
2.0946207,2.4930072
2.0794747,2.458712
2.1034257,2.625713
2.094851,2.4316735
2.0801783,2.6373456
2.0778122,2.5755632
2.0665848,2.5466666
2.063272,2.420425
2.0743365,2.4735036
2.0615335,2.648165
2.080926,2.480193
2.0779848,2.4393106
2.076326,2.4130812
2.060565,2.4136713
2.066156,2.4430199
2.0520024,2.6605136
2.067321,2.4800947
2.057864,2.5251806
2.0568264,2.4566922
2.051822,2.4424362
2.0418534,2.4688463
2.0581987,2.4273698
2.0536458,2.426145
2.0518856,2.419659
2.0461526,2.4152117
2.043095,2.4076235
2.0441005,2.4510987
2.0412397,2.4898489
2.0397127,2.4466522
2.03494,2.441125
2.037719,2.5298538
2.039903,2.453956
2.0371017,2.449509
2.0313823,2.4809
2.0237012,2.5087485
2.0274794,2.4562647
2.0299187,2.4197948
2.0334272,2.416245
2.0374517,2.4664927
2.020913,2.4364457
2.0208833,2.4139812
2.0301182,2.4158664
2.0278482,2.4627209
2.0228696,2.452361
2.0214725,2.3838565
2.017117,2.4386048
2.0052516,2.455346
2.0181398,2.4458795
2.0063956,2.4721992
2.007884,2.4482887
2.0088406,2.4545977
1.9965229,2.4455056
2.00511,2.4815974
2.0049365,2.423273
1.9942733,2.4598355
2.0008178,2.480246
1.9896709,2.427828
1.9905462,2.4525201
1.9865818,2.4529257
1.9832991,2.42572
1.983661,2.435758
1.9718702,2.5163221
1.9894359,2.4562635
1.9757653,2.5249908
1.971672,2.426226
1.9690508,2.4575253
1.9643326,2.4458005
1.9564667,2.4311137
1.9765985,2.4196298
1.9642196,2.437463
1.9570714,2.4669704
1.9381509,2.4842033
1.9572299,2.4895866
1.9425251,2.462605
1.9400711,2.4405754
1.9204956,2.4284666
1.9464258,2.4521453
1.9385097,2.4810603
1.9360522,2.441223
1.930267,2.5720658
1.9147507,2.420675
1.9110982,2.5437846
