max_depth, eta, objective, booster, gamma, reg_alpha, reg_lambda, subsample, nthread
6,0.3,reg:gamma,gbtree,0,0,0.2,1,4,2.942689938457659
6,0.3,reg:gamma,gbtree,0,0,0.3,0.5,4,3.5937139037516195
6,0.3,reg:gamma,gbtree,0,0,0.3,0.6,4,3.3195820104800817
6,0.3,reg:gamma,gbtree,0,0,0.3,0.7,4,3.148540383600185
6,0.3,reg:gamma,gbtree,0,0,0.3,0.8,4,2.97700295162497
6,0.3,reg:gamma,gbtree,0,0,0.3,0.9,4,2.9112261009589786
6,0.3,reg:gamma,gbtree,0,0,0.3,1,4,2.9157122257748433
7,0.001,reg:linear,gbtree,0,0,0,0.5,4,2.713700585389702
7,0.001,reg:linear,gbtree,0,0,0,0.6,4,2.720335452242914
7,0.001,reg:linear,gbtree,0,0,0,0.7,4,2.7294982946792032
7,0.001,reg:linear,gbtree,0,0,0,0.8,4,2.735209848993619
7,0.001,reg:linear,gbtree,0,0,0,0.9,4,2.750212316146522
7,0.001,reg:linear,gbtree,0,0,0,1,4,2.769484509081701
7,0.001,reg:linear,gbtree,0,0,0.05,0.5,4,2.717916011190155
7,0.001,reg:linear,gbtree,0,0,0.05,0.6,4,2.723709347329961
7,0.001,reg:linear,gbtree,0,0,0.05,0.7,4,2.7323558083428177
7,0.001,reg:linear,gbtree,0,0,0.05,0.8,4,2.7389630256500284
7,0.001,reg:linear,gbtree,0,0,0.05,0.9,4,2.751465870411833
7,0.001,reg:linear,gbtree,0,0,0.05,1,4,2.770327555156804
7,0.001,reg:linear,gbtree,0,0,0.1,0.5,4,2.7230785341392125
7,0.001,reg:linear,gbtree,0,0,0.1,0.6,4,2.729257168711068
7,0.001,reg:linear,gbtree,0,0,0.1,0.7,4,2.735544766619202
7,0.001,reg:linear,gbtree,0,0,0.1,0.8,4,2.7417098730252096
7,0.001,reg:linear,gbtree,0,0,0.1,0.9,4,2.752475389927835
7,0.001,reg:linear,gbtree,0,0,0.1,1,4,2.771853483595766
7,0.001,reg:linear,gbtree,0,0,0.2,0.5,4,2.7342861877051097
7,0.001,reg:linear,gbtree,0,0,0.2,0.6,4,2.7359503017056817
7,0.001,reg:linear,gbtree,0,0,0.2,0.7,4,2.743419930412955
7,0.001,reg:linear,gbtree,0,0,0.2,0.8,4,2.748089637798459
7,0.001,reg:linear,gbtree,0,0,0.2,0.9,4,2.756265281373596
7,0.001,reg:linear,gbtree,0,0,0.2,1,4,2.774627294221455
7,0.001,reg:linear,gbtree,0,0,0.3,0.5,4,2.741843865567915
7,0.001,reg:linear,gbtree,0,0,0.3,0.6,4,2.7463338085084423
7,0.001,reg:linear,gbtree,0,0,0.3,0.7,4,2.749983073492723
7,0.001,reg:linear,gbtree,0,0,0.3,0.8,4,2.758927313516355
7,0.001,reg:linear,gbtree,0,0,0.3,0.9,4,2.761223491205782
7,0.001,reg:linear,gbtree,0,0,0.3,1,4,2.7793394048856235
7,0.001,reg:gamma,gbtree,0,0,0,0.5,4,4.983875438590697
7,0.001,reg:gamma,gbtree,0,0,0,0.6,4,4.981182433303328
7,0.001,reg:gamma,gbtree,0,0,0,0.7,4,4.978517291044443
7,0.001,reg:gamma,gbtree,0,0,0,0.8,4,4.976263051485095
7,0.001,reg:gamma,gbtree,0,0,0,0.9,4,4.973715068817816
7,0.001,reg:gamma,gbtree,0,0,0,1,4,4.970508401409815
7,0.001,reg:gamma,gbtree,0,0,0.05,0.5,4,4.9839185202734795
7,0.001,reg:gamma,gbtree,0,0,0.05,0.6,4,4.981152576649275
7,0.001,reg:gamma,gbtree,0,0,0.05,0.7,4,4.978589239811151
7,0.001,reg:gamma,gbtree,0,0,0.05,0.8,4,4.976283293326422
7,0.001,reg:gamma,gbtree,0,0,0.05,0.9,4,4.973614884360569
7,0.001,reg:gamma,gbtree,0,0,0.05,1,4,4.970659014944985
7,0.001,reg:gamma,gbtree,0,0,0.1,0.5,4,4.983566750189908
7,0.001,reg:gamma,gbtree,0,0,0.1,0.6,4,4.98079366683026
7,0.001,reg:gamma,gbtree,0,0,0.1,0.7,4,4.978223127706469
7,0.001,reg:gamma,gbtree,0,0,0.1,0.8,4,4.976058859937601
7,0.001,reg:gamma,gbtree,0,0,0.1,0.9,4,4.973290608790709
7,0.001,reg:gamma,gbtree,0,0,0.1,1,4,4.970867874263896
7,0.001,reg:gamma,gbtree,0,0,0.2,0.5,4,4.982892939156193
7,0.001,reg:gamma,gbtree,0,0,0.2,0.6,4,4.980018365477769
7,0.001,reg:gamma,gbtree,0,0,0.2,0.7,4,4.9775738228105695
7,0.001,reg:gamma,gbtree,0,0,0.2,0.8,4,4.9755129508070155
7,0.001,reg:gamma,gbtree,0,0,0.2,0.9,4,4.972745693043898
7,0.001,reg:gamma,gbtree,0,0,0.2,1,4,4.970294973339324
7,0.001,reg:gamma,gbtree,0,0,0.3,0.5,4,4.982367520955035
7,0.001,reg:gamma,gbtree,0,0,0.3,0.6,4,4.979594951096332
7,0.001,reg:gamma,gbtree,0,0,0.3,0.7,4,4.977205809040488
7,0.001,reg:gamma,gbtree,0,0,0.3,0.8,4,4.974941723071977
7,0.001,reg:gamma,gbtree,0,0,0.3,0.9,4,4.972383815678905
7,0.001,reg:gamma,gbtree,0,0,0.3,1,4,4.969778094196607
7,0.01,reg:linear,gbtree,0,0,0,0.5,4,2.5926238754292266
7,0.01,reg:linear,gbtree,0,0,0,0.6,4,2.5866546843560076
7,0.01,reg:linear,gbtree,0,0,0,0.7,4,2.5956810804207557
7,0.01,reg:linear,gbtree,0,0,0,0.8,4,2.6130734543947307
7,0.01,reg:linear,gbtree,0,0,0,0.9,4,2.646649498905567
7,0.01,reg:linear,gbtree,0,0,0,1,4,2.7049490641926153
7,0.01,reg:linear,gbtree,0,0,0.05,0.5,4,2.595161687517491
7,0.01,reg:linear,gbtree,0,0,0.05,0.6,4,2.60354446390036
7,0.01,reg:linear,gbtree,0,0,0.05,0.7,4,2.611659093617582
7,0.01,reg:linear,gbtree,0,0,0.05,0.8,4,2.6177201928527167
7,0.01,reg:linear,gbtree,0,0,0.05,0.9,4,2.6477154317360525
7,0.01,reg:linear,gbtree,0,0,0.05,1,4,2.6955669655363277
7,0.01,reg:linear,gbtree,0,0,0.1,0.5,4,2.596323919333239
7,0.01,reg:linear,gbtree,0,0,0.1,0.6,4,2.5987643227464248
7,0.01,reg:linear,gbtree,0,0,0.1,0.7,4,2.603800062394411
7,0.01,reg:linear,gbtree,0,0,0.1,0.8,4,2.619983096203521
7,0.01,reg:linear,gbtree,0,0,0.1,0.9,4,2.6445307876972386
7,0.01,reg:linear,gbtree,0,0,0.1,1,4,2.7047363976433187
7,0.01,reg:linear,gbtree,0,0,0.2,0.5,4,2.5798062541858946
7,0.01,reg:linear,gbtree,0,0,0.2,0.6,4,2.5813249399510423
7,0.01,reg:linear,gbtree,0,0,0.2,0.7,4,2.6080806905853353
7,0.01,reg:linear,gbtree,0,0,0.2,0.8,4,2.6086485870108613
7,0.01,reg:linear,gbtree,0,0,0.2,0.9,4,2.6444006975018266
7,0.01,reg:linear,gbtree,0,0,0.2,1,4,2.6764643531906387
7,0.01,reg:linear,gbtree,0,0,0.3,0.5,4,2.59251251137294
7,0.01,reg:linear,gbtree,0,0,0.3,0.6,4,2.584473632485949
7,0.01,reg:linear,gbtree,0,0,0.3,0.7,4,2.594554816009208
7,0.01,reg:linear,gbtree,0,0,0.3,0.8,4,2.6106892994635023
7,0.01,reg:linear,gbtree,0,0,0.3,0.9,4,2.635354458914451
7,0.01,reg:linear,gbtree,0,0,0.3,1,4,2.6904247541956288
7,0.01,reg:gamma,gbtree,0,0,0,0.5,4,2.5617561400529594
7,0.01,reg:gamma,gbtree,0,0,0,0.6,4,2.567787833686228
7,0.01,reg:gamma,gbtree,0,0,0,0.7,4,2.5620429149814585
7,0.01,reg:gamma,gbtree,0,0,0,0.8,4,2.569898593468052
7,0.01,reg:gamma,gbtree,0,0,0,0.9,4,2.5819911547935557
7,0.01,reg:gamma,gbtree,0,0,0,1,4,2.689074932472611
7,0.01,reg:gamma,gbtree,0,0,0.05,0.5,4,2.547705370780077
7,0.01,reg:gamma,gbtree,0,0,0.05,0.6,4,2.5689584137014227
7,0.01,reg:gamma,gbtree,0,0,0.05,0.7,4,2.5765701675324055
7,0.01,reg:gamma,gbtree,0,0,0.05,0.8,4,2.5625584031472584
7,0.01,reg:gamma,gbtree,0,0,0.05,0.9,4,2.58822056967971
7,0.01,reg:gamma,gbtree,0,0,0.05,1,4,2.6579170235239356
7,0.01,reg:gamma,gbtree,0,0,0.1,0.5,4,2.5552092309209278
7,0.01,reg:gamma,gbtree,0,0,0.1,0.6,4,2.5675223859736023
7,0.01,reg:gamma,gbtree,0,0,0.1,0.7,4,2.5621340285881677
7,0.01,reg:gamma,gbtree,0,0,0.1,0.8,4,2.551362976675236
7,0.01,reg:gamma,gbtree,0,0,0.1,0.9,4,2.5802642352670033
7,0.01,reg:gamma,gbtree,0,0,0.1,1,4,2.6540076817162115
7,0.01,reg:gamma,gbtree,0,0,0.2,0.5,4,2.526308737832038
7,0.01,reg:gamma,gbtree,0,0,0.2,0.6,4,2.5374185969010643
7,0.01,reg:gamma,gbtree,0,0,0.2,0.7,4,2.550058664691735
7,0.01,reg:gamma,gbtree,0,0,0.2,0.8,4,2.5521012603671354
7,0.01,reg:gamma,gbtree,0,0,0.2,0.9,4,2.563316778988746
7,0.01,reg:gamma,gbtree,0,0,0.2,1,4,2.64851223974136
7,0.01,reg:gamma,gbtree,0,0,0.3,0.5,4,2.5303687043262046
7,0.01,reg:gamma,gbtree,0,0,0.3,0.6,4,2.5420588942112445
7,0.01,reg:gamma,gbtree,0,0,0.3,0.7,4,2.5499309166751964
7,0.01,reg:gamma,gbtree,0,0,0.3,0.8,4,2.5479686588203103
7,0.01,reg:gamma,gbtree,0,0,0.3,0.9,4,2.564915676373613
7,0.01,reg:gamma,gbtree,0,0,0.3,1,4,2.6321586632726084
7,0.05,reg:linear,gbtree,0,0,0,0.5,4,2.6327353378979317
7,0.05,reg:linear,gbtree,0,0,0,0.6,4,2.6268784033352075
7,0.05,reg:linear,gbtree,0,0,0,0.7,4,2.6605952793668552
7,0.05,reg:linear,gbtree,0,0,0,0.8,4,2.6249066124998355
7,0.05,reg:linear,gbtree,0,0,0,0.9,4,2.6828838082112205
7,0.05,reg:linear,gbtree,0,0,0,1,4,2.7282324675083895
7,0.05,reg:linear,gbtree,0,0,0.05,0.5,4,2.6805789855032938
7,0.05,reg:linear,gbtree,0,0,0.05,0.6,4,2.6306124454895268
7,0.05,reg:linear,gbtree,0,0,0.05,0.7,4,2.655013468220626
7,0.05,reg:linear,gbtree,0,0,0.05,0.8,4,2.649244537987989
7,0.05,reg:linear,gbtree,0,0,0.05,0.9,4,2.6708107026881436
7,0.05,reg:linear,gbtree,0,0,0.05,1,4,2.699622900908052
7,0.05,reg:linear,gbtree,0,0,0.1,0.5,4,2.6598897577677834
7,0.05,reg:linear,gbtree,0,0,0.1,0.6,4,2.583325075170954
7,0.05,reg:linear,gbtree,0,0,0.1,0.7,4,2.617243813674675
7,0.05,reg:linear,gbtree,0,0,0.1,0.8,4,2.645546240336597
7,0.05,reg:linear,gbtree,0,0,0.1,0.9,4,2.676343587328438
7,0.05,reg:linear,gbtree,0,0,0.1,1,4,2.692022680436208
7,0.05,reg:linear,gbtree,0,0,0.2,0.5,4,2.6333300436243423
7,0.05,reg:linear,gbtree,0,0,0.2,0.6,4,2.5783631073899804
7,0.05,reg:linear,gbtree,0,0,0.2,0.7,4,2.622830751499964
7,0.05,reg:linear,gbtree,0,0,0.2,0.8,4,2.6350106280166146
7,0.05,reg:linear,gbtree,0,0,0.2,0.9,4,2.6705415294804595
7,0.05,reg:linear,gbtree,0,0,0.2,1,4,2.7276397960858216
7,0.05,reg:linear,gbtree,0,0,0.3,0.5,4,2.5977055266705316
7,0.05,reg:linear,gbtree,0,0,0.3,0.6,4,2.598229215059762
7,0.05,reg:linear,gbtree,0,0,0.3,0.7,4,2.660891331869904
7,0.05,reg:linear,gbtree,0,0,0.3,0.8,4,2.673988133252567
7,0.05,reg:linear,gbtree,0,0,0.3,0.9,4,2.686317004787817
7,0.05,reg:linear,gbtree,0,0,0.3,1,4,2.716403462291204
7,0.05,reg:gamma,gbtree,0,0,0,0.5,4,2.810591052141232
7,0.05,reg:gamma,gbtree,0,0,0,0.6,4,2.830067963748309
7,0.05,reg:gamma,gbtree,0,0,0,0.7,4,2.77392212868819
7,0.05,reg:gamma,gbtree,0,0,0,0.8,4,2.7700861399679564
7,0.05,reg:gamma,gbtree,0,0,0,0.9,4,2.7618991000274016
7,0.05,reg:gamma,gbtree,0,0,0,1,4,2.849133664070562
7,0.05,reg:gamma,gbtree,0,0,0.05,0.5,4,2.8095972219783962
7,0.05,reg:gamma,gbtree,0,0,0.05,0.6,4,2.8720135119430736
7,0.05,reg:gamma,gbtree,0,0,0.05,0.7,4,2.7429302115893566
7,0.05,reg:gamma,gbtree,0,0,0.05,0.8,4,2.794514691097186
7,0.05,reg:gamma,gbtree,0,0,0.05,0.9,4,2.7348919916299033
7,0.05,reg:gamma,gbtree,0,0,0.05,1,4,2.822791800497935
7,0.05,reg:gamma,gbtree,0,0,0.1,0.5,4,2.842366485862569
7,0.05,reg:gamma,gbtree,0,0,0.1,0.6,4,2.8322351963569554
7,0.05,reg:gamma,gbtree,0,0,0.1,0.7,4,2.7287588325355303
7,0.05,reg:gamma,gbtree,0,0,0.1,0.8,4,2.7740049323100107
7,0.05,reg:gamma,gbtree,0,0,0.1,0.9,4,2.765941339042967
7,0.05,reg:gamma,gbtree,0,0,0.1,1,4,2.800196114058782
7,0.05,reg:gamma,gbtree,0,0,0.2,0.5,4,2.8458715795595935
7,0.05,reg:gamma,gbtree,0,0,0.2,0.6,4,2.7751120932807853
7,0.05,reg:gamma,gbtree,0,0,0.2,0.7,4,2.7374858929950756
7,0.05,reg:gamma,gbtree,0,0,0.2,0.8,4,2.763697111932839
7,0.05,reg:gamma,gbtree,0,0,0.2,0.9,4,2.759623270237217
7,0.05,reg:gamma,gbtree,0,0,0.2,1,4,2.8098908529724054
7,0.05,reg:gamma,gbtree,0,0,0.3,0.5,4,2.8300108298464153
7,0.05,reg:gamma,gbtree,0,0,0.3,0.6,4,2.771532199844011
7,0.05,reg:gamma,gbtree,0,0,0.3,0.7,4,2.7222468999074043
7,0.05,reg:gamma,gbtree,0,0,0.3,0.8,4,2.7919450625675366
7,0.05,reg:gamma,gbtree,0,0,0.3,0.9,4,2.755557673858712
7,0.05,reg:gamma,gbtree,0,0,0.3,1,4,2.816172517607617
7,0.1,reg:linear,gbtree,0,0,0,0.5,4,2.7501921221750183
7,0.1,reg:linear,gbtree,0,0,0,0.6,4,2.667748765951795
7,0.1,reg:linear,gbtree,0,0,0,0.7,4,2.7473746625236486
7,0.1,reg:linear,gbtree,0,0,0,0.8,4,2.6984645043074327
7,0.1,reg:linear,gbtree,0,0,0,0.9,4,2.720784814123714
7,0.1,reg:linear,gbtree,0,0,0,1,4,2.717456535429071
7,0.1,reg:linear,gbtree,0,0,0.05,0.5,4,2.7533991890606258
7,0.1,reg:linear,gbtree,0,0,0.05,0.6,4,2.66141613935935
7,0.1,reg:linear,gbtree,0,0,0.05,0.7,4,2.6151271796722226
7,0.1,reg:linear,gbtree,0,0,0.05,0.8,4,2.692645177920948
7,0.1,reg:linear,gbtree,0,0,0.05,0.9,4,2.7020079447489502
7,0.1,reg:linear,gbtree,0,0,0.05,1,4,2.7309062556839105
7,0.1,reg:linear,gbtree,0,0,0.1,0.5,4,2.676019677803252
7,0.1,reg:linear,gbtree,0,0,0.1,0.6,4,2.6898671789375994
7,0.1,reg:linear,gbtree,0,0,0.1,0.7,4,2.7069086554476076
7,0.1,reg:linear,gbtree,0,0,0.1,0.8,4,2.629657230467242
7,0.1,reg:linear,gbtree,0,0,0.1,0.9,4,2.7047313817929526
7,0.1,reg:linear,gbtree,0,0,0.1,1,4,2.745841243927525
7,0.1,reg:linear,gbtree,0,0,0.2,0.5,4,2.7237811200894484
7,0.1,reg:linear,gbtree,0,0,0.2,0.6,4,2.676722511791528
7,0.1,reg:linear,gbtree,0,0,0.2,0.7,4,2.687840453190872
7,0.1,reg:linear,gbtree,0,0,0.2,0.8,4,2.7533244175368767
7,0.1,reg:linear,gbtree,0,0,0.2,0.9,4,2.7114499120361915
7,0.1,reg:linear,gbtree,0,0,0.2,1,4,2.668947714108784
7,0.1,reg:linear,gbtree,0,0,0.3,0.5,4,2.691231292898362
7,0.1,reg:linear,gbtree,0,0,0.3,0.6,4,2.714429379130269
7,0.1,reg:linear,gbtree,0,0,0.3,0.7,4,2.6857258407499094
7,0.1,reg:linear,gbtree,0,0,0.3,0.8,4,2.6749528612262683
7,0.1,reg:linear,gbtree,0,0,0.3,0.9,4,2.721226467676535
7,0.1,reg:linear,gbtree,0,0,0.3,1,4,2.7204028808850484
7,0.1,reg:gamma,gbtree,0,0,0,0.5,4,2.9839737673440023
7,0.1,reg:gamma,gbtree,0,0,0,0.6,4,2.881632851862548
7,0.1,reg:gamma,gbtree,0,0,0,0.7,4,2.841433882014269
7,0.1,reg:gamma,gbtree,0,0,0,0.8,4,2.829213612152753
7,0.1,reg:gamma,gbtree,0,0,0,0.9,4,2.8336928663056664
7,0.1,reg:gamma,gbtree,0,0,0,1,4,2.8237228965753136
7,0.1,reg:gamma,gbtree,0,0,0.05,0.5,4,2.929265561738878
7,0.1,reg:gamma,gbtree,0,0,0.05,0.6,4,2.863577798918247
7,0.1,reg:gamma,gbtree,0,0,0.05,0.7,4,2.8431310951889417
7,0.1,reg:gamma,gbtree,0,0,0.05,0.8,4,2.841176286853388
7,0.1,reg:gamma,gbtree,0,0,0.05,0.9,4,2.8528144383838394
7,0.1,reg:gamma,gbtree,0,0,0.05,1,4,2.8255072183403955
7,0.1,reg:gamma,gbtree,0,0,0.1,0.5,4,2.966766382413597
7,0.1,reg:gamma,gbtree,0,0,0.1,0.6,4,2.928149526011603
7,0.1,reg:gamma,gbtree,0,0,0.1,0.7,4,2.8479966443680724
7,0.1,reg:gamma,gbtree,0,0,0.1,0.8,4,2.824025100810657
7,0.1,reg:gamma,gbtree,0,0,0.1,0.9,4,2.853177824608729
7,0.1,reg:gamma,gbtree,0,0,0.1,1,4,2.844615734266823
7,0.1,reg:gamma,gbtree,0,0,0.2,0.5,4,2.8657798669641847
7,0.1,reg:gamma,gbtree,0,0,0.2,0.6,4,2.8321739256958436
7,0.1,reg:gamma,gbtree,0,0,0.2,0.7,4,2.8479725094440678
7,0.1,reg:gamma,gbtree,0,0,0.2,0.8,4,2.740859002104494
7,0.1,reg:gamma,gbtree,0,0,0.2,0.9,4,2.8186807605834066
7,0.1,reg:gamma,gbtree,0,0,0.2,1,4,2.7719961949778966
7,0.1,reg:gamma,gbtree,0,0,0.3,0.5,4,2.891892906836921
7,0.1,reg:gamma,gbtree,0,0,0.3,0.6,4,2.8643893397308853
7,0.1,reg:gamma,gbtree,0,0,0.3,0.7,4,2.861560948702897
7,0.1,reg:gamma,gbtree,0,0,0.3,0.8,4,2.7820356342786274
7,0.1,reg:gamma,gbtree,0,0,0.3,0.9,4,2.8125246767549728
7,0.1,reg:gamma,gbtree,0,0,0.3,1,4,2.7866820091732714
7,0.2,reg:linear,gbtree,0,0,0,0.5,4,2.7491150346193653
7,0.2,reg:linear,gbtree,0,0,0,0.6,4,2.9356149465142454
7,0.2,reg:linear,gbtree,0,0,0,0.7,4,2.722305086704779
7,0.2,reg:linear,gbtree,0,0,0,0.8,4,2.6876235984491825
7,0.2,reg:linear,gbtree,0,0,0,0.9,4,2.7727701381561647
7,0.2,reg:linear,gbtree,0,0,0,1,4,2.815233537282123
7,0.2,reg:linear,gbtree,0,0,0.05,0.5,4,2.7800602336605693
7,0.2,reg:linear,gbtree,0,0,0.05,0.6,4,2.8539149060861884
7,0.2,reg:linear,gbtree,0,0,0.05,0.7,4,2.8465784207500713
7,0.2,reg:linear,gbtree,0,0,0.05,0.8,4,2.7962171436562944
7,0.2,reg:linear,gbtree,0,0,0.05,0.9,4,2.7698623249831127
7,0.2,reg:linear,gbtree,0,0,0.05,1,4,2.804746356263643
7,0.2,reg:linear,gbtree,0,0,0.1,0.5,4,2.8265482987076256
7,0.2,reg:linear,gbtree,0,0,0.1,0.6,4,2.8342253261063006
7,0.2,reg:linear,gbtree,0,0,0.1,0.7,4,2.7544286109609
7,0.2,reg:linear,gbtree,0,0,0.1,0.8,4,2.730010872321034
7,0.2,reg:linear,gbtree,0,0,0.1,0.9,4,2.7167897975439117
7,0.2,reg:linear,gbtree,0,0,0.1,1,4,2.8089081599442944
7,0.2,reg:linear,gbtree,0,0,0.2,0.5,4,2.6711931374580598
7,0.2,reg:linear,gbtree,0,0,0.2,0.6,4,2.8184711274255374
7,0.2,reg:linear,gbtree,0,0,0.2,0.7,4,2.7579944709212807
7,0.2,reg:linear,gbtree,0,0,0.2,0.8,4,2.865216172651324
7,0.2,reg:linear,gbtree,0,0,0.2,0.9,4,2.748605468603078
7,0.2,reg:linear,gbtree,0,0,0.2,1,4,2.772922910180092
7,0.2,reg:linear,gbtree,0,0,0.3,0.5,4,2.770663882750694
7,0.2,reg:linear,gbtree,0,0,0.3,0.6,4,2.822087589505532
7,0.2,reg:linear,gbtree,0,0,0.3,0.7,4,2.802363968378385
7,0.2,reg:linear,gbtree,0,0,0.3,0.8,4,2.792632778698913
7,0.2,reg:linear,gbtree,0,0,0.3,0.9,4,2.72577179070632
7,0.2,reg:linear,gbtree,0,0,0.3,1,4,2.727374053638277
7,0.2,reg:gamma,gbtree,0,0,0,0.5,4,3.2458602534643046
7,0.2,reg:gamma,gbtree,0,0,0,0.6,4,2.978207524463566
7,0.2,reg:gamma,gbtree,0,0,0,0.7,4,3.045294022229459
7,0.2,reg:gamma,gbtree,0,0,0,0.8,4,2.9157689440904306
7,0.2,reg:gamma,gbtree,0,0,0,0.9,4,2.948785196384435
7,0.2,reg:gamma,gbtree,0,0,0,1,4,2.915492879836165
7,0.2,reg:gamma,gbtree,0,0,0.05,0.5,4,3.3528210932886044
7,0.2,reg:gamma,gbtree,0,0,0.05,0.6,4,3.2230839063032977
7,0.2,reg:gamma,gbtree,0,0,0.05,0.7,4,2.9513295030808346
7,0.2,reg:gamma,gbtree,0,0,0.05,0.8,4,2.931137788230738
7,0.2,reg:gamma,gbtree,0,0,0.05,0.9,4,2.940448485900418
7,0.2,reg:gamma,gbtree,0,0,0.05,1,4,2.874500120141997
7,0.2,reg:gamma,gbtree,0,0,0.1,0.5,4,3.38082720282046
7,0.2,reg:gamma,gbtree,0,0,0.1,0.6,4,3.0941317511813446
7,0.2,reg:gamma,gbtree,0,0,0.1,0.7,4,3.081097403300828
7,0.2,reg:gamma,gbtree,0,0,0.1,0.8,4,2.9684602804443254
7,0.2,reg:gamma,gbtree,0,0,0.1,0.9,4,2.981404385086796
7,0.2,reg:gamma,gbtree,0,0,0.1,1,4,2.8761769348236337
7,0.2,reg:gamma,gbtree,0,0,0.2,0.5,4,3.1338202794588503
7,0.2,reg:gamma,gbtree,0,0,0.2,0.6,4,3.1196919303338486
7,0.2,reg:gamma,gbtree,0,0,0.2,0.7,4,3.061581201315572
7,0.2,reg:gamma,gbtree,0,0,0.2,0.8,4,2.9796383539889013
7,0.2,reg:gamma,gbtree,0,0,0.2,0.9,4,2.94975956220075
7,0.2,reg:gamma,gbtree,0,0,0.2,1,4,2.8490804407883874
7,0.2,reg:gamma,gbtree,0,0,0.3,0.5,4,3.074506274649961
7,0.2,reg:gamma,gbtree,0,0,0.3,0.6,4,3.056414758778076
7,0.2,reg:gamma,gbtree,0,0,0.3,0.7,4,2.980757257990804
7,0.2,reg:gamma,gbtree,0,0,0.3,0.8,4,2.907163056002262
7,0.2,reg:gamma,gbtree,0,0,0.3,0.9,4,2.9717869198205302
7,0.2,reg:gamma,gbtree,0,0,0.3,1,4,2.827101684124684
7,0.3,reg:linear,gbtree,0,0,0,0.5,4,3.132035819711673
7,0.3,reg:linear,gbtree,0,0,0,0.6,4,2.9626562702914985
7,0.3,reg:linear,gbtree,0,0,0,0.7,4,2.9412828731007266
7,0.3,reg:linear,gbtree,0,0,0,0.8,4,2.7743539273078697
7,0.3,reg:linear,gbtree,0,0,0,0.9,4,2.7785420696346135
7,0.3,reg:linear,gbtree,0,0,0,1,4,2.8629319740509125
7,0.3,reg:linear,gbtree,0,0,0.05,0.5,4,2.981416716993927
7,0.3,reg:linear,gbtree,0,0,0.05,0.6,4,2.9788906892734017
7,0.3,reg:linear,gbtree,0,0,0.05,0.7,4,2.9418982769870805
7,0.3,reg:linear,gbtree,0,0,0.05,0.8,4,2.8254839326731864
7,0.3,reg:linear,gbtree,0,0,0.05,0.9,4,2.834612170821155
7,0.3,reg:linear,gbtree,0,0,0.05,1,4,2.83946142126033
7,0.3,reg:linear,gbtree,0,0,0.1,0.5,4,2.91380258242052
7,0.3,reg:linear,gbtree,0,0,0.1,0.6,4,2.9023313619330047
7,0.3,reg:linear,gbtree,0,0,0.1,0.7,4,2.874042748311246
7,0.3,reg:linear,gbtree,0,0,0.1,0.8,4,2.766294619466486
7,0.3,reg:linear,gbtree,0,0,0.1,0.9,4,2.795710637264781
7,0.3,reg:linear,gbtree,0,0,0.1,1,4,2.812001926993003
7,0.3,reg:linear,gbtree,0,0,0.2,0.5,4,2.9038706756152446
7,0.3,reg:linear,gbtree,0,0,0.2,0.6,4,2.7574685440887077
7,0.3,reg:linear,gbtree,0,0,0.2,0.7,4,2.8869599192475803
7,0.3,reg:linear,gbtree,0,0,0.2,0.8,4,2.8678712967200357
7,0.3,reg:linear,gbtree,0,0,0.2,0.9,4,2.788466468514965
7,0.3,reg:linear,gbtree,0,0,0.2,1,4,2.8551467125948524
7,0.3,reg:linear,gbtree,0,0,0.3,0.5,4,2.9009966911542584
7,0.3,reg:linear,gbtree,0,0,0.3,0.6,4,2.841195301883677
7,0.3,reg:linear,gbtree,0,0,0.3,0.7,4,2.835946142797622
7,0.3,reg:linear,gbtree,0,0,0.3,0.8,4,2.8541918107542323
7,0.3,reg:linear,gbtree,0,0,0.3,0.9,4,2.8153931427194725
7,0.3,reg:linear,gbtree,0,0,0.3,1,4,2.7595384616459957
7,0.3,reg:gamma,gbtree,0,0,0,0.5,4,3.726953430903214
7,0.3,reg:gamma,gbtree,0,0,0,0.6,4,3.3979022905958045
7,0.3,reg:gamma,gbtree,0,0,0,0.7,4,3.2143564167011713
7,0.3,reg:gamma,gbtree,0,0,0,0.8,4,3.1201521586939136
7,0.3,reg:gamma,gbtree,0,0,0,0.9,4,3.119069686955733
7,0.3,reg:gamma,gbtree,0,0,0,1,4,2.886231693421055
7,0.3,reg:gamma,gbtree,0,0,0.05,0.5,4,3.521939749808539
7,0.3,reg:gamma,gbtree,0,0,0.05,0.6,4,3.273546114014661
7,0.3,reg:gamma,gbtree,0,0,0.05,0.7,4,3.2294686162162063
7,0.3,reg:gamma,gbtree,0,0,0.05,0.8,4,3.0338954658198842
7,0.3,reg:gamma,gbtree,0,0,0.05,0.9,4,3.0291306492996704
7,0.3,reg:gamma,gbtree,0,0,0.05,1,4,2.9443847101267293
7,0.3,reg:gamma,gbtree,0,0,0.1,0.5,4,3.944182841528309
7,0.3,reg:gamma,gbtree,0,0,0.1,0.6,4,3.532404428418558
7,0.3,reg:gamma,gbtree,0,0,0.1,0.7,4,3.1477081375760507
7,0.3,reg:gamma,gbtree,0,0,0.1,0.8,4,3.321092022052693
7,0.3,reg:gamma,gbtree,0,0,0.1,0.9,4,3.077550918747498
7,0.3,reg:gamma,gbtree,0,0,0.1,1,4,2.9456018490360694
