max_depth, eta, objective, booster, gamma, reg_alpha, reg_lambda, subsample, nthread
8,0.3,reg:gamma,gbtree,0,0,0.1,0.6,4,3.2158922660527973
8,0.3,reg:gamma,gbtree,0,0,0.1,0.7,4,3.1186288107347266
8,0.3,reg:gamma,gbtree,0,0,0.1,0.8,4,3.0222829081024547
8,0.3,reg:gamma,gbtree,0,0,0.1,0.9,4,3.0562429720018067
8,0.3,reg:gamma,gbtree,0,0,0.1,1,4,2.9547558491841586
8,0.3,reg:gamma,gbtree,0,0,0.2,0.5,4,3.345564082591783
8,0.3,reg:gamma,gbtree,0,0,0.2,0.6,4,3.7443304484331357
8,0.3,reg:gamma,gbtree,0,0,0.2,0.7,4,3.331769621732421
8,0.3,reg:gamma,gbtree,0,0,0.2,0.8,4,2.999445184098071
8,0.3,reg:gamma,gbtree,0,0,0.2,0.9,4,2.9241240868154983
8,0.3,reg:gamma,gbtree,0,0,0.2,1,4,2.9023405632834507
8,0.3,reg:gamma,gbtree,0,0,0.3,0.5,4,3.5309264569353873
8,0.3,reg:gamma,gbtree,0,0,0.3,0.6,4,3.2406005676915854
8,0.3,reg:gamma,gbtree,0,0,0.3,0.7,4,3.0995537323695426
8,0.3,reg:gamma,gbtree,0,0,0.3,0.8,4,3.051787890912748
8,0.3,reg:gamma,gbtree,0,0,0.3,0.9,4,2.931400475316745
8,0.3,reg:gamma,gbtree,0,0,0.3,1,4,2.911928684491402
9,0.001,reg:linear,gbtree,0,0,0,0.5,4,2.7094011692321143
9,0.001,reg:linear,gbtree,0,0,0,0.6,4,2.7143488170352654
9,0.001,reg:linear,gbtree,0,0,0,0.7,4,2.726677930724405
9,0.001,reg:linear,gbtree,0,0,0,0.8,4,2.7386130139813463
9,0.001,reg:linear,gbtree,0,0,0,0.9,4,2.758642531206301
9,0.001,reg:linear,gbtree,0,0,0,1,4,2.8056302237139463
9,0.001,reg:linear,gbtree,0,0,0.05,0.5,4,2.7185590578573464
9,0.001,reg:linear,gbtree,0,0,0.05,0.6,4,2.7202081248195134
9,0.001,reg:linear,gbtree,0,0,0.05,0.7,4,2.7315218693948093
9,0.001,reg:linear,gbtree,0,0,0.05,0.8,4,2.7446272268927965
9,0.001,reg:linear,gbtree,0,0,0.05,0.9,4,2.7618649955292742
9,0.001,reg:linear,gbtree,0,0,0.05,1,4,2.803068580238396
9,0.001,reg:linear,gbtree,0,0,0.1,0.5,4,2.727015289299501
9,0.001,reg:linear,gbtree,0,0,0.1,0.6,4,2.7278159095964964
9,0.001,reg:linear,gbtree,0,0,0.1,0.7,4,2.7370495876917267
9,0.001,reg:linear,gbtree,0,0,0.1,0.8,4,2.7502097541419483
9,0.001,reg:linear,gbtree,0,0,0.1,0.9,4,2.7612432448699105
9,0.001,reg:linear,gbtree,0,0,0.1,1,4,2.806169101856969
9,0.001,reg:linear,gbtree,0,0,0.2,0.5,4,2.7449341626349124
9,0.001,reg:linear,gbtree,0,0,0.2,0.6,4,2.745667841036869
9,0.001,reg:linear,gbtree,0,0,0.2,0.7,4,2.7524442400551004
9,0.001,reg:linear,gbtree,0,0,0.2,0.8,4,2.7599651781259955
9,0.001,reg:linear,gbtree,0,0,0.2,0.9,4,2.7691753870696596
9,0.001,reg:linear,gbtree,0,0,0.2,1,4,2.812992830845
9,0.001,reg:linear,gbtree,0,0,0.3,0.5,4,2.7584356760708
9,0.001,reg:linear,gbtree,0,0,0.3,0.6,4,2.7594954160395813
9,0.001,reg:linear,gbtree,0,0,0.3,0.7,4,2.7661479350725617
9,0.001,reg:linear,gbtree,0,0,0.3,0.8,4,2.769813753845603
9,0.001,reg:linear,gbtree,0,0,0.3,0.9,4,2.775375382714421
9,0.001,reg:linear,gbtree,0,0,0.3,1,4,2.821292783783381
9,0.001,reg:gamma,gbtree,0,0,0,0.5,4,4.99690925432238
9,0.001,reg:gamma,gbtree,0,0,0,0.6,4,4.993492527182699
9,0.001,reg:gamma,gbtree,0,0,0,0.7,4,4.990024107051438
9,0.001,reg:gamma,gbtree,0,0,0,0.8,4,4.987655541772101
9,0.001,reg:gamma,gbtree,0,0,0,0.9,4,4.984488878437288
9,0.001,reg:gamma,gbtree,0,0,0,1,4,4.9820908881499575
9,0.001,reg:gamma,gbtree,0,0,0.05,0.5,4,4.996584781398768
9,0.001,reg:gamma,gbtree,0,0,0.05,0.6,4,4.993203990245962
9,0.001,reg:gamma,gbtree,0,0,0.05,0.7,4,4.989816728769334
9,0.001,reg:gamma,gbtree,0,0,0.05,0.8,4,4.987283321785408
9,0.001,reg:gamma,gbtree,0,0,0.05,0.9,4,4.984248151183164
9,0.001,reg:gamma,gbtree,0,0,0.05,1,4,4.981097662559689
9,0.001,reg:gamma,gbtree,0,0,0.1,0.5,4,4.995575302372306
9,0.001,reg:gamma,gbtree,0,0,0.1,0.6,4,4.992454883679389
9,0.001,reg:gamma,gbtree,0,0,0.1,0.7,4,4.989055564148469
9,0.001,reg:gamma,gbtree,0,0,0.1,0.8,4,4.986593541697049
9,0.001,reg:gamma,gbtree,0,0,0.1,0.9,4,4.983510943401726
9,0.001,reg:gamma,gbtree,0,0,0.1,1,4,4.9791874081311365
9,0.001,reg:gamma,gbtree,0,0,0.2,0.5,4,4.993629287894543
9,0.001,reg:gamma,gbtree,0,0,0.2,0.6,4,4.9902598107112235
9,0.001,reg:gamma,gbtree,0,0,0.2,0.7,4,4.987322465328271
9,0.001,reg:gamma,gbtree,0,0,0.2,0.8,4,4.984895119646296
9,0.001,reg:gamma,gbtree,0,0,0.2,0.9,4,4.981850202748977
9,0.001,reg:gamma,gbtree,0,0,0.2,1,4,4.978742616639089
9,0.001,reg:gamma,gbtree,0,0,0.3,0.5,4,4.992006398205122
9,0.001,reg:gamma,gbtree,0,0,0.3,0.6,4,4.988866707354252
9,0.001,reg:gamma,gbtree,0,0,0.3,0.7,4,4.9862198066725165
9,0.001,reg:gamma,gbtree,0,0,0.3,0.8,4,4.98372059660599
9,0.001,reg:gamma,gbtree,0,0,0.3,0.9,4,4.980765935591522
9,0.001,reg:gamma,gbtree,0,0,0.3,1,4,4.977674362644891
9,0.01,reg:linear,gbtree,0,0,0,0.5,4,2.5897719508057007
9,0.01,reg:linear,gbtree,0,0,0,0.6,4,2.6004469046098153
9,0.01,reg:linear,gbtree,0,0,0,0.7,4,2.608488068819445
9,0.01,reg:linear,gbtree,0,0,0,0.8,4,2.6352053718569834
9,0.01,reg:linear,gbtree,0,0,0,0.9,4,2.652455257856218
9,0.01,reg:linear,gbtree,0,0,0,1,4,2.724386304676831
9,0.01,reg:linear,gbtree,0,0,0.05,0.5,4,2.595583152617465
9,0.01,reg:linear,gbtree,0,0,0.05,0.6,4,2.595957077623619
9,0.01,reg:linear,gbtree,0,0,0.05,0.7,4,2.6160778460208736
9,0.01,reg:linear,gbtree,0,0,0.05,0.8,4,2.6211044634844787
9,0.01,reg:linear,gbtree,0,0,0.05,0.9,4,2.651082074822296
9,0.01,reg:linear,gbtree,0,0,0.05,1,4,2.710664425396769
9,0.01,reg:linear,gbtree,0,0,0.1,0.5,4,2.5752869293668237
9,0.01,reg:linear,gbtree,0,0,0.1,0.6,4,2.591496406885187
9,0.01,reg:linear,gbtree,0,0,0.1,0.7,4,2.607090293772136
9,0.01,reg:linear,gbtree,0,0,0.1,0.8,4,2.6339295284375863
9,0.01,reg:linear,gbtree,0,0,0.1,0.9,4,2.6444236392270373
9,0.01,reg:linear,gbtree,0,0,0.1,1,4,2.724432693316784
9,0.01,reg:linear,gbtree,0,0,0.2,0.5,4,2.568888334846149
9,0.01,reg:linear,gbtree,0,0,0.2,0.6,4,2.587265398936179
9,0.01,reg:linear,gbtree,0,0,0.2,0.7,4,2.597735842641651
9,0.01,reg:linear,gbtree,0,0,0.2,0.8,4,2.6160482162831022
9,0.01,reg:linear,gbtree,0,0,0.2,0.9,4,2.632606520756273
9,0.01,reg:linear,gbtree,0,0,0.2,1,4,2.714191735170843
9,0.01,reg:linear,gbtree,0,0,0.3,0.5,4,2.576282557844246
9,0.01,reg:linear,gbtree,0,0,0.3,0.6,4,2.5743284339030414
9,0.01,reg:linear,gbtree,0,0,0.3,0.7,4,2.585920364540773
9,0.01,reg:linear,gbtree,0,0,0.3,0.8,4,2.6093979474706788
9,0.01,reg:linear,gbtree,0,0,0.3,0.9,4,2.632321608475741
9,0.01,reg:linear,gbtree,0,0,0.3,1,4,2.719362965556837
9,0.01,reg:gamma,gbtree,0,0,0,0.5,4,2.611206285969756
9,0.01,reg:gamma,gbtree,0,0,0,0.6,4,2.635838710970475
9,0.01,reg:gamma,gbtree,0,0,0,0.7,4,2.6641455777815084
9,0.01,reg:gamma,gbtree,0,0,0,0.8,4,2.6571236560939195
9,0.01,reg:gamma,gbtree,0,0,0,0.9,4,2.6820451297261063
9,0.01,reg:gamma,gbtree,0,0,0,1,4,2.728815775485275
9,0.01,reg:gamma,gbtree,0,0,0.05,0.5,4,2.6073166380045074
9,0.01,reg:gamma,gbtree,0,0,0.05,0.6,4,2.6306881585756337
9,0.01,reg:gamma,gbtree,0,0,0.05,0.7,4,2.6325000418271465
9,0.01,reg:gamma,gbtree,0,0,0.05,0.8,4,2.644923176639196
9,0.01,reg:gamma,gbtree,0,0,0.05,0.9,4,2.6802121997735697
9,0.01,reg:gamma,gbtree,0,0,0.05,1,4,2.7366483612595434
9,0.01,reg:gamma,gbtree,0,0,0.1,0.5,4,2.6099140098779134
9,0.01,reg:gamma,gbtree,0,0,0.1,0.6,4,2.6206831972529048
9,0.01,reg:gamma,gbtree,0,0,0.1,0.7,4,2.622375322110082
9,0.01,reg:gamma,gbtree,0,0,0.1,0.8,4,2.6426297113248927
9,0.01,reg:gamma,gbtree,0,0,0.1,0.9,4,2.666516201341752
9,0.01,reg:gamma,gbtree,0,0,0.1,1,4,2.737517464939292
9,0.01,reg:gamma,gbtree,0,0,0.2,0.5,4,2.6056974568596654
9,0.01,reg:gamma,gbtree,0,0,0.2,0.6,4,2.6262610663303074
9,0.01,reg:gamma,gbtree,0,0,0.2,0.7,4,2.6305958131282323
9,0.01,reg:gamma,gbtree,0,0,0.2,0.8,4,2.639072735787216
9,0.01,reg:gamma,gbtree,0,0,0.2,0.9,4,2.6528567635618128
9,0.01,reg:gamma,gbtree,0,0,0.2,1,4,2.6918582617786893
9,0.01,reg:gamma,gbtree,0,0,0.3,0.5,4,2.570470234593277
9,0.01,reg:gamma,gbtree,0,0,0.3,0.6,4,2.620461864463417
9,0.01,reg:gamma,gbtree,0,0,0.3,0.7,4,2.6120665181978757
9,0.01,reg:gamma,gbtree,0,0,0.3,0.8,4,2.6282605430287838
9,0.01,reg:gamma,gbtree,0,0,0.3,0.9,4,2.634558882722772
9,0.01,reg:gamma,gbtree,0,0,0.3,1,4,2.643648433646003
9,0.05,reg:linear,gbtree,0,0,0,0.5,4,2.6826175457533825
9,0.05,reg:linear,gbtree,0,0,0,0.6,4,2.6143758433123727
9,0.05,reg:linear,gbtree,0,0,0,0.7,4,2.6464989417015614
9,0.05,reg:linear,gbtree,0,0,0,0.8,4,2.625092151757536
9,0.05,reg:linear,gbtree,0,0,0,0.9,4,2.6941694867128696
9,0.05,reg:linear,gbtree,0,0,0,1,4,2.719921365693031
9,0.05,reg:linear,gbtree,0,0,0.05,0.5,4,2.6202390122220676
9,0.05,reg:linear,gbtree,0,0,0.05,0.6,4,2.6531971434051314
9,0.05,reg:linear,gbtree,0,0,0.05,0.7,4,2.6145867372211558
9,0.05,reg:linear,gbtree,0,0,0.05,0.8,4,2.627776340950234
9,0.05,reg:linear,gbtree,0,0,0.05,0.9,4,2.6785032072788484
9,0.05,reg:linear,gbtree,0,0,0.05,1,4,2.7104167714218366
9,0.05,reg:linear,gbtree,0,0,0.1,0.5,4,2.61375659623224
9,0.05,reg:linear,gbtree,0,0,0.1,0.6,4,2.5919861429125524
9,0.05,reg:linear,gbtree,0,0,0.1,0.7,4,2.6454251986085335
9,0.05,reg:linear,gbtree,0,0,0.1,0.8,4,2.6149821414457026
9,0.05,reg:linear,gbtree,0,0,0.1,0.9,4,2.6720259946665053
9,0.05,reg:linear,gbtree,0,0,0.1,1,4,2.7590878671163432
9,0.05,reg:linear,gbtree,0,0,0.2,0.5,4,2.6198159174731415
9,0.05,reg:linear,gbtree,0,0,0.2,0.6,4,2.5996534761900376
9,0.05,reg:linear,gbtree,0,0,0.2,0.7,4,2.6173129706937748
9,0.05,reg:linear,gbtree,0,0,0.2,0.8,4,2.6218383964174334
9,0.05,reg:linear,gbtree,0,0,0.2,0.9,4,2.6518743234238147
9,0.05,reg:linear,gbtree,0,0,0.2,1,4,2.724691788627898
9,0.05,reg:linear,gbtree,0,0,0.3,0.5,4,2.5990933179949587
9,0.05,reg:linear,gbtree,0,0,0.3,0.6,4,2.5617658586832945
9,0.05,reg:linear,gbtree,0,0,0.3,0.7,4,2.6370919547488274
9,0.05,reg:linear,gbtree,0,0,0.3,0.8,4,2.615993063050547
9,0.05,reg:linear,gbtree,0,0,0.3,0.9,4,2.6754122903080506
9,0.05,reg:linear,gbtree,0,0,0.3,1,4,2.700357401855547
9,0.05,reg:gamma,gbtree,0,0,0,0.5,4,2.813246329020654
9,0.05,reg:gamma,gbtree,0,0,0,0.6,4,2.749032410570094
9,0.05,reg:gamma,gbtree,0,0,0,0.7,4,2.860936719437643
9,0.05,reg:gamma,gbtree,0,0,0,0.8,4,2.7580799677512227
9,0.05,reg:gamma,gbtree,0,0,0,0.9,4,2.7794815195045093
9,0.05,reg:gamma,gbtree,0,0,0,1,4,2.7682253429238957
9,0.05,reg:gamma,gbtree,0,0,0.05,0.5,4,2.847487361946828
9,0.05,reg:gamma,gbtree,0,0,0.05,0.6,4,2.779427856542733
9,0.05,reg:gamma,gbtree,0,0,0.05,0.7,4,2.795348543458513
9,0.05,reg:gamma,gbtree,0,0,0.05,0.8,4,2.803726322600508
9,0.05,reg:gamma,gbtree,0,0,0.05,0.9,4,2.8041748881564756
9,0.05,reg:gamma,gbtree,0,0,0.05,1,4,2.783700732369083
9,0.05,reg:gamma,gbtree,0,0,0.1,0.5,4,2.8199376537583545
9,0.05,reg:gamma,gbtree,0,0,0.1,0.6,4,2.813465304224716
9,0.05,reg:gamma,gbtree,0,0,0.1,0.7,4,2.771859262091636
9,0.05,reg:gamma,gbtree,0,0,0.1,0.8,4,2.7563093372313645
9,0.05,reg:gamma,gbtree,0,0,0.1,0.9,4,2.770493558911876
9,0.05,reg:gamma,gbtree,0,0,0.1,1,4,2.7822182124174057
9,0.05,reg:gamma,gbtree,0,0,0.2,0.5,4,2.8290935077417823
9,0.05,reg:gamma,gbtree,0,0,0.2,0.6,4,2.768137581774848
9,0.05,reg:gamma,gbtree,0,0,0.2,0.7,4,2.7311938318207374
9,0.05,reg:gamma,gbtree,0,0,0.2,0.8,4,2.7708127556300237
9,0.05,reg:gamma,gbtree,0,0,0.2,0.9,4,2.738314720869403
9,0.05,reg:gamma,gbtree,0,0,0.2,1,4,2.815507115513938
9,0.05,reg:gamma,gbtree,0,0,0.3,0.5,4,2.79200062402297
9,0.05,reg:gamma,gbtree,0,0,0.3,0.6,4,2.820020947151089
9,0.05,reg:gamma,gbtree,0,0,0.3,0.7,4,2.7631822263870847
9,0.05,reg:gamma,gbtree,0,0,0.3,0.8,4,2.75264892157006
9,0.05,reg:gamma,gbtree,0,0,0.3,0.9,4,2.7610719108784934
9,0.05,reg:gamma,gbtree,0,0,0.3,1,4,2.8042974811033514
9,0.1,reg:linear,gbtree,0,0,0,0.5,4,2.6826349728011047
9,0.1,reg:linear,gbtree,0,0,0,0.6,4,2.6199336969682916
9,0.1,reg:linear,gbtree,0,0,0,0.7,4,2.733707239394623
9,0.1,reg:linear,gbtree,0,0,0,0.8,4,2.767031022401994
9,0.1,reg:linear,gbtree,0,0,0,0.9,4,2.692072502575101
9,0.1,reg:linear,gbtree,0,0,0,1,4,2.784782752227342
9,0.1,reg:linear,gbtree,0,0,0.05,0.5,4,2.644561958212268
9,0.1,reg:linear,gbtree,0,0,0.05,0.6,4,2.66993270637214
9,0.1,reg:linear,gbtree,0,0,0.05,0.7,4,2.722026809221618
9,0.1,reg:linear,gbtree,0,0,0.05,0.8,4,2.7055172073953155
9,0.1,reg:linear,gbtree,0,0,0.05,0.9,4,2.6730147267251287
9,0.1,reg:linear,gbtree,0,0,0.05,1,4,2.7570966968957813
9,0.1,reg:linear,gbtree,0,0,0.1,0.5,4,2.6905483498315017
9,0.1,reg:linear,gbtree,0,0,0.1,0.6,4,2.707980646410744
9,0.1,reg:linear,gbtree,0,0,0.1,0.7,4,2.642103908880784
9,0.1,reg:linear,gbtree,0,0,0.1,0.8,4,2.695554841731776
9,0.1,reg:linear,gbtree,0,0,0.1,0.9,4,2.679545879375271
9,0.1,reg:linear,gbtree,0,0,0.1,1,4,2.7333704486520887
9,0.1,reg:linear,gbtree,0,0,0.2,0.5,4,2.633887355805676
9,0.1,reg:linear,gbtree,0,0,0.2,0.6,4,2.6756730736735226
9,0.1,reg:linear,gbtree,0,0,0.2,0.7,4,2.709906664836151
9,0.1,reg:linear,gbtree,0,0,0.2,0.8,4,2.6602386869914114
9,0.1,reg:linear,gbtree,0,0,0.2,0.9,4,2.6907190230716105
9,0.1,reg:linear,gbtree,0,0,0.2,1,4,2.7624849884071074
9,0.1,reg:linear,gbtree,0,0,0.3,0.5,4,2.67110260059534
9,0.1,reg:linear,gbtree,0,0,0.3,0.6,4,2.6731984724255016
9,0.1,reg:linear,gbtree,0,0,0.3,0.7,4,2.7531291343696105
9,0.1,reg:linear,gbtree,0,0,0.3,0.8,4,2.657420213449088
9,0.1,reg:linear,gbtree,0,0,0.3,0.9,4,2.6394159450607613
9,0.1,reg:linear,gbtree,0,0,0.3,1,4,2.729534492785518
9,0.1,reg:gamma,gbtree,0,0,0,0.5,4,2.8739331852639234
9,0.1,reg:gamma,gbtree,0,0,0,0.6,4,2.8124029851457655
9,0.1,reg:gamma,gbtree,0,0,0,0.7,4,2.8599844279995335
9,0.1,reg:gamma,gbtree,0,0,0,0.8,4,2.835437325703231
9,0.1,reg:gamma,gbtree,0,0,0,0.9,4,2.777575298501687
9,0.1,reg:gamma,gbtree,0,0,0,1,4,2.8180315699477285
9,0.1,reg:gamma,gbtree,0,0,0.05,0.5,4,2.8532035500504107
9,0.1,reg:gamma,gbtree,0,0,0.05,0.6,4,2.923668838380513
9,0.1,reg:gamma,gbtree,0,0,0.05,0.7,4,2.8530610325651704
9,0.1,reg:gamma,gbtree,0,0,0.05,0.8,4,2.7232235951938915
9,0.1,reg:gamma,gbtree,0,0,0.05,0.9,4,2.8174403101020564
9,0.1,reg:gamma,gbtree,0,0,0.05,1,4,2.8073953294174934
9,0.1,reg:gamma,gbtree,0,0,0.1,0.5,4,2.866306359554737
9,0.1,reg:gamma,gbtree,0,0,0.1,0.6,4,2.800798515244294
9,0.1,reg:gamma,gbtree,0,0,0.1,0.7,4,2.803929579622182
9,0.1,reg:gamma,gbtree,0,0,0.1,0.8,4,2.8104436885750093
9,0.1,reg:gamma,gbtree,0,0,0.1,0.9,4,2.7846900817255285
9,0.1,reg:gamma,gbtree,0,0,0.1,1,4,2.8424849829537724
9,0.1,reg:gamma,gbtree,0,0,0.2,0.5,4,2.860674286096354
9,0.1,reg:gamma,gbtree,0,0,0.2,0.6,4,2.7937344030256117
9,0.1,reg:gamma,gbtree,0,0,0.2,0.7,4,2.7709870464441124
9,0.1,reg:gamma,gbtree,0,0,0.2,0.8,4,2.8183507751560652
9,0.1,reg:gamma,gbtree,0,0,0.2,0.9,4,2.8551165580052955
9,0.1,reg:gamma,gbtree,0,0,0.2,1,4,2.8347562281659298
9,0.1,reg:gamma,gbtree,0,0,0.3,0.5,4,2.887959010994907
9,0.1,reg:gamma,gbtree,0,0,0.3,0.6,4,2.8242235703311187
9,0.1,reg:gamma,gbtree,0,0,0.3,0.7,4,2.809980775974594
9,0.1,reg:gamma,gbtree,0,0,0.3,0.8,4,2.7536416429218185
9,0.1,reg:gamma,gbtree,0,0,0.3,0.9,4,2.805582896474294
9,0.1,reg:gamma,gbtree,0,0,0.3,1,4,2.8498313516089713
9,0.2,reg:linear,gbtree,0,0,0,0.5,4,2.767574270290987
9,0.2,reg:linear,gbtree,0,0,0,0.6,4,2.7860969664342248
9,0.2,reg:linear,gbtree,0,0,0,0.7,4,2.7899574305993218
9,0.2,reg:linear,gbtree,0,0,0,0.8,4,2.7652710995664544
9,0.2,reg:linear,gbtree,0,0,0,0.9,4,2.7899963027757355
9,0.2,reg:linear,gbtree,0,0,0,1,4,2.7807219782758237
9,0.2,reg:linear,gbtree,0,0,0.05,0.5,4,2.6567590807568666
9,0.2,reg:linear,gbtree,0,0,0.05,0.6,4,2.8365204406735756
9,0.2,reg:linear,gbtree,0,0,0.05,0.7,4,2.827497404559404
9,0.2,reg:linear,gbtree,0,0,0.05,0.8,4,2.762487444647013
9,0.2,reg:linear,gbtree,0,0,0.05,0.9,4,2.814328402515311
9,0.2,reg:linear,gbtree,0,0,0.05,1,4,2.7596624789729494
9,0.2,reg:linear,gbtree,0,0,0.1,0.5,4,2.8796085532526545
9,0.2,reg:linear,gbtree,0,0,0.1,0.6,4,2.7955408808402216
9,0.2,reg:linear,gbtree,0,0,0.1,0.7,4,2.7643003818272938
9,0.2,reg:linear,gbtree,0,0,0.1,0.8,4,2.769632670427168
9,0.2,reg:linear,gbtree,0,0,0.1,0.9,4,2.7738336370910197
9,0.2,reg:linear,gbtree,0,0,0.1,1,4,2.7339163004856926
9,0.2,reg:linear,gbtree,0,0,0.2,0.5,4,2.765431783361165
9,0.2,reg:linear,gbtree,0,0,0.2,0.6,4,2.845685709532979
9,0.2,reg:linear,gbtree,0,0,0.2,0.7,4,2.7306843728219174
9,0.2,reg:linear,gbtree,0,0,0.2,0.8,4,2.755599296130097
9,0.2,reg:linear,gbtree,0,0,0.2,0.9,4,2.803540570429845
9,0.2,reg:linear,gbtree,0,0,0.2,1,4,2.7631822963368022
9,0.2,reg:linear,gbtree,0,0,0.3,0.5,4,2.7897564791887945
9,0.2,reg:linear,gbtree,0,0,0.3,0.6,4,2.7282956622522496
9,0.2,reg:linear,gbtree,0,0,0.3,0.7,4,2.682095241126995
9,0.2,reg:linear,gbtree,0,0,0.3,0.8,4,2.7160310656068027
9,0.2,reg:linear,gbtree,0,0,0.3,0.9,4,2.7683009516607164
9,0.2,reg:linear,gbtree,0,0,0.3,1,4,2.7239569588134858
9,0.2,reg:gamma,gbtree,0,0,0,0.5,4,3.366233232281917
9,0.2,reg:gamma,gbtree,0,0,0,0.6,4,3.093799189695064
9,0.2,reg:gamma,gbtree,0,0,0,0.7,4,2.909751838274797
9,0.2,reg:gamma,gbtree,0,0,0,0.8,4,2.953450163705774
9,0.2,reg:gamma,gbtree,0,0,0,0.9,4,2.857064866191717
9,0.2,reg:gamma,gbtree,0,0,0,1,4,2.850106630234891
9,0.2,reg:gamma,gbtree,0,0,0.05,0.5,4,3.1330986725181713
9,0.2,reg:gamma,gbtree,0,0,0.05,0.6,4,2.9870241515945004
9,0.2,reg:gamma,gbtree,0,0,0.05,0.7,4,2.99757601148958
9,0.2,reg:gamma,gbtree,0,0,0.05,0.8,4,2.8574416210180758
9,0.2,reg:gamma,gbtree,0,0,0.05,0.9,4,2.876031178596131
9,0.2,reg:gamma,gbtree,0,0,0.05,1,4,2.893526139834665
9,0.2,reg:gamma,gbtree,0,0,0.1,0.5,4,3.141341725778541
9,0.2,reg:gamma,gbtree,0,0,0.1,0.6,4,3.0211332394657253
9,0.2,reg:gamma,gbtree,0,0,0.1,0.7,4,2.9785066587784956
9,0.2,reg:gamma,gbtree,0,0,0.1,0.8,4,2.8964639108384636
9,0.2,reg:gamma,gbtree,0,0,0.1,0.9,4,2.910842259331825
9,0.2,reg:gamma,gbtree,0,0,0.1,1,4,2.850025029468968
9,0.2,reg:gamma,gbtree,0,0,0.2,0.5,4,3.2219134101245244
9,0.2,reg:gamma,gbtree,0,0,0.2,0.6,4,2.9649289428111696
9,0.2,reg:gamma,gbtree,0,0,0.2,0.7,4,2.9823685972361713
9,0.2,reg:gamma,gbtree,0,0,0.2,0.8,4,2.819382754405024
9,0.2,reg:gamma,gbtree,0,0,0.2,0.9,4,2.844873663135805
9,0.2,reg:gamma,gbtree,0,0,0.2,1,4,2.8439435574938314
9,0.2,reg:gamma,gbtree,0,0,0.3,0.5,4,3.1364491576484705
9,0.2,reg:gamma,gbtree,0,0,0.3,0.6,4,2.9973991856732076
9,0.2,reg:gamma,gbtree,0,0,0.3,0.7,4,2.960336078905246
9,0.2,reg:gamma,gbtree,0,0,0.3,0.8,4,2.8593969353955777
9,0.2,reg:gamma,gbtree,0,0,0.3,0.9,4,2.8598983440049244
9,0.2,reg:gamma,gbtree,0,0,0.3,1,4,2.844141036862827
9,0.3,reg:linear,gbtree,0,0,0,0.5,4,2.9439243286996204
9,0.3,reg:linear,gbtree,0,0,0,0.6,4,2.881636197632562
9,0.3,reg:linear,gbtree,0,0,0,0.7,4,2.8639858143656682
9,0.3,reg:linear,gbtree,0,0,0,0.8,4,2.8275057547604905
9,0.3,reg:linear,gbtree,0,0,0,0.9,4,2.900794266067859
9,0.3,reg:linear,gbtree,0,0,0,1,4,2.8249343312459287
9,0.3,reg:linear,gbtree,0,0,0.05,0.5,4,2.890668735125634
9,0.3,reg:linear,gbtree,0,0,0.05,0.6,4,2.888015188772648
9,0.3,reg:linear,gbtree,0,0,0.05,0.7,4,2.763319621212237
9,0.3,reg:linear,gbtree,0,0,0.05,0.8,4,2.736725044734467
9,0.3,reg:linear,gbtree,0,0,0.05,0.9,4,2.8551594578787913
9,0.3,reg:linear,gbtree,0,0,0.05,1,4,2.820262464392053
9,0.3,reg:linear,gbtree,0,0,0.1,0.5,4,2.9367933023458273
9,0.3,reg:linear,gbtree,0,0,0.1,0.6,4,3.0073205779767904
9,0.3,reg:linear,gbtree,0,0,0.1,0.7,4,2.954082835547851
9,0.3,reg:linear,gbtree,0,0,0.1,0.8,4,2.8334122762687213
9,0.3,reg:linear,gbtree,0,0,0.1,0.9,4,2.8432619455171007
9,0.3,reg:linear,gbtree,0,0,0.1,1,4,2.796221891697465
9,0.3,reg:linear,gbtree,0,0,0.2,0.5,4,2.8844037327138734
9,0.3,reg:linear,gbtree,0,0,0.2,0.6,4,2.9233376700089115
9,0.3,reg:linear,gbtree,0,0,0.2,0.7,4,2.75674572413328
9,0.3,reg:linear,gbtree,0,0,0.2,0.8,4,2.908070683715228
9,0.3,reg:linear,gbtree,0,0,0.2,0.9,4,2.8828261223073555
9,0.3,reg:linear,gbtree,0,0,0.2,1,4,2.8156799383731417
9,0.3,reg:linear,gbtree,0,0,0.3,0.5,4,2.8632903218481482
9,0.3,reg:linear,gbtree,0,0,0.3,0.6,4,2.861630008269291
9,0.3,reg:linear,gbtree,0,0,0.3,0.7,4,2.872217567832975
9,0.3,reg:linear,gbtree,0,0,0.3,0.8,4,2.7205132077175294
9,0.3,reg:linear,gbtree,0,0,0.3,0.9,4,2.9148606571854896
9,0.3,reg:linear,gbtree,0,0,0.3,1,4,2.7847476143844774
9,0.3,reg:gamma,gbtree,0,0,0,0.5,4,3.7956700565121992
9,0.3,reg:gamma,gbtree,0,0,0,0.6,4,3.2899838296870745
9,0.3,reg:gamma,gbtree,0,0,0,0.7,4,3.2501326426704713
9,0.3,reg:gamma,gbtree,0,0,0,0.8,4,3.1911869823876784
9,0.3,reg:gamma,gbtree,0,0,0,0.9,4,2.9273481486343416
9,0.3,reg:gamma,gbtree,0,0,0,1,4,2.9627687835798135
9,0.3,reg:gamma,gbtree,0,0,0.05,0.5,4,3.396287981604017
9,0.3,reg:gamma,gbtree,0,0,0.05,0.6,4,3.341796035708245
