train_loss,val_loss
2.7328138,2.8110816
2.2140021,2.547709
2.1672366,2.5399663
2.121055,2.5711937
2.1142936,2.4865808
2.120083,2.5829263
2.1162791,2.545845
2.0920439,2.4750273
2.1096594,2.6810977
2.1155047,2.5661726
2.110191,2.5054245
2.0996487,2.5316896
2.0955207,2.5372288
2.1119115,2.526895
2.1020885,2.4975977
2.093813,2.5666196
2.0880222,2.4961574
2.0741477,2.4978397
2.0944257,2.5062773
2.0640562,2.4939036
2.0799577,2.5074227
2.0912821,2.4329681
2.0865796,2.445827
2.0697753,2.5431857
2.0765662,2.5376418
2.0802772,2.4184268
2.0781798,2.4891753
2.069373,2.5689502
2.0679338,2.4400396
2.0773022,2.5588071
2.07256,2.437601
2.077916,2.4620097
2.082519,2.4532907
2.0755167,2.489146
2.0646803,2.4766521
2.0499682,2.4952562
2.0669045,2.4278724
2.062148,2.4185808
2.0489433,2.4993198
2.0602396,2.4758537
2.0587943,2.4480305
2.0382884,2.435166
2.045716,2.4564002
2.0419319,2.4628026
2.0512848,2.4778917
2.0423026,2.476027
2.0441144,2.455102
2.0386486,2.3934844
2.0516682,2.4671943
2.0546508,2.4024582
2.0440958,2.4139047
2.045055,2.4111645
2.0320704,2.5307083
2.034876,2.4519174
2.0351064,2.4396024
2.0501516,2.3941042
2.032315,2.4489548
2.0241115,2.4409895
2.0294857,2.375179
2.029127,2.4079244
2.0223243,2.3875384
2.0195117,2.4261518
2.0254653,2.375698
2.0186384,2.4049656
2.0088775,2.4251513
2.0200245,2.388231
2.0216444,2.4013638
2.0144238,2.3806424
2.0178587,2.3902156
2.0206401,2.432569
2.0231967,2.4655702
2.010654,2.4105241
2.0140984,2.4232724
2.0101774,2.4440799
2.0019732,2.3496106
2.0004141,2.3975148
1.9996231,2.4064357
1.9777749,2.380405
1.9960426,2.3818085
1.99129,2.379274
1.9846084,2.423201
1.9848214,2.4215934
1.9817953,2.3792715
1.9807462,2.3579605
1.9684314,2.4030318
1.97635,2.4708729
1.9887488,2.3635318
1.9730368,2.4116766
1.9852555,2.4006248
1.9566991,2.4909565
1.9634662,2.53053
1.9598306,2.4366832
1.965328,2.4060209
1.9597123,2.3643978
1.9718922,2.4441435
1.9484401,2.476497
1.9637258,2.4515302
1.9643469,2.4498444
1.9541084,2.3810122
1.9455106,2.382757
