train_loss,val_loss
3.9424577,3.8165953
3.4673393,3.8727791
3.2374876,4.1247416
2.7943518,3.5499392
2.4824407,3.3219886
2.3613088,3.33633
2.3131945,3.3424332
2.2937179,3.3528318
