train_loss,val_loss
3.012615,2.8964565
2.6371598,2.6943076
2.6901655,2.7301848
2.4475014,2.9032607
2.580943,2.7719405
2.4352634,2.816329
2.3356338,2.7799351
2.527404,3.0490036
2.3047254,2.727543
2.2203927,2.65001
2.235023,2.583503
2.212077,2.7732396
2.1780565,2.6230633
2.1607773,2.6882222
2.1456656,2.6170173
2.1539893,2.6182544
2.1178875,2.6353643
2.060916,2.7343032
2.0825367,2.605132
2.033753,2.646045
2.0043635,2.9172204
1.9941183,2.699065
1.97819,2.7370934
1.976802,2.7681732
1.9291408,2.651195
1.930251,2.6141453
1.8846972,2.7239823
1.8540993,2.6930733
1.8398693,2.6299613
1.8371651,2.7057736
1.8708149,2.6029966
1.7832632,2.6918888
1.8088492,2.6602986
1.7954491,2.6335602
1.7750345,2.7377725
1.7582356,2.599849
1.7505599,2.7170672
1.7305522,2.740105
1.7058347,2.7537792
1.6939361,2.7167892
1.6713471,2.8152685
1.6591352,2.8039932
1.655182,2.7249503
1.6276463,2.7493544
1.6315901,2.7390738
1.6256131,2.7969909
1.5988007,2.7307544
1.5972929,2.7117617
1.5925286,2.7081072
1.575564,2.7883384
1.5892755,2.7504058
1.5606291,2.6833973
1.5390044,2.7554102
1.5216587,2.7591338
1.503716,2.7482002
1.4875282,2.7179084
1.5035005,2.7667713
1.5086726,2.7510588
1.4608064,2.74442
1.4672014,2.7577426
1.504795,2.7255244
1.4369178,2.7936485
1.4563534,2.649119
1.4123235,2.748051
1.4528247,2.7263083
1.4123566,2.7790897
1.4153048,2.7828708
1.3983072,2.812302
1.3748428,2.8369634
1.3675506,2.7920604
1.3766387,2.7518487
1.3695867,2.7982824
1.3469768,2.706007
1.3707501,2.7252047
1.3730905,2.7699184
1.361037,2.7872593
1.3569618,2.811461
1.3385675,2.7089713
1.3277752,2.7930536
1.3430039,2.7513564
1.3313067,2.7838476
1.2992816,2.7271552
1.3245162,2.7357535
1.325424,2.7605803
1.3266928,2.83496
1.289791,2.7057245
1.3015522,2.8103895
1.2913244,2.8161724
1.2502506,2.765434
1.2697618,2.9564364
1.2836689,2.828975
1.2875695,2.8003082
1.2801913,2.7636778
1.2653371,2.771669
1.268494,2.7968948
1.2494606,2.7834992
1.2694296,2.8286119
1.2884885,2.7909808
1.2668737,2.7703767
1.2475936,2.7649803
