train_loss,val_loss
2.5853581,2.6700294
2.1971734,2.6385567
2.1412609,2.5937324
2.1680734,2.5296717
2.1476116,2.5029485
2.1548667,2.5541112
2.1363358,2.5049574
2.1140718,2.5026796
2.1311152,2.5354536
2.122411,2.4829197
2.1141903,2.5656464
2.1047244,2.5209184
2.1180024,2.4980576
2.0889227,2.502898
2.1165407,2.489954
2.0924501,2.6060438
2.101595,2.4898062
2.0931203,2.4764473
2.0892608,2.4943087
2.070657,2.4815419
2.1082227,2.4719388
2.0865903,2.4876556
2.0989332,2.5189862
2.081137,2.6090002
2.088067,2.475674
2.0812626,2.4565995
2.0966644,2.511331
2.0823746,2.5425575
2.067409,2.4674954
2.0696359,2.4937773
2.0746498,2.5035257
2.0672367,2.483588
2.0764446,2.610774
2.0700405,2.6997716
2.0945494,2.4796576
2.0705352,2.6341085
2.068332,2.4630182
2.0756998,2.4906664
2.0663552,2.438107
2.0620823,2.5166163
2.0835426,2.4078531
2.058585,2.480446
2.059777,2.4336896
2.058345,2.4310207
2.0807729,2.538884
2.058778,2.461654
2.043925,2.5005107
2.050101,2.4623568
2.063637,2.4849195
2.072271,2.4522781
2.0578809,2.4353056
2.0575633,2.469957
2.0450976,2.4750528
2.0446243,2.5087688
2.044258,2.462672
2.0527885,2.457372
2.0517933,2.4941182
2.052663,2.373095
2.0394142,2.403079
2.0449748,2.429478
2.032635,2.4177077
2.0483556,2.4864814
2.036851,2.431499
2.0268981,2.4813585
2.0271542,2.48576
2.0315442,2.413783
2.0374742,2.4646811
2.029377,2.4111452
2.03288,2.4125414
2.0184479,2.4123955
2.0422173,2.45121
2.0253768,2.4696095
2.0265431,2.4773057
2.0295143,2.427708
2.0147467,2.3868225
2.021022,2.406695
2.0136151,2.4555278
2.017,2.3764563
2.018369,2.454001
2.0126855,2.4220195
2.0115235,2.4447286
2.0053637,2.4956765
2.0133882,2.3921363
2.0257075,2.4466007
2.0037558,2.4282477
2.0110567,2.3974018
2.0117583,2.339334
2.0006742,2.4534838
2.010039,2.4779515
1.9897711,2.4236317
1.9931985,2.4985907
1.9938619,2.4127958
1.9854175,2.4057286
1.9820426,2.3718371
1.9887284,2.4169002
1.990737,2.452978
1.9747356,2.4506032
1.9901594,2.4878669
1.9777325,2.4206994
1.9699463,2.4330454
